  -92.0000000       2.49999994E-05
  -88.0000000       4.99999987E-05
  -84.0000000       7.50000036E-05
  -80.0000000       1.50000007E-04
  -76.0000000       4.25000006E-04
  -72.0000000       7.50000007E-04
  -68.0000000       1.42500002E-03
  -64.0000000       2.64999992E-03
  -60.0000000       4.05000011E-03
  -56.0000000       7.47499987E-03
  -52.0000000       1.30749997E-02
  -48.0000000       2.11999994E-02
  -44.0000000       2.97749992E-02
  -40.0000000       4.16250005E-02
  -36.0000000       5.40999994E-02
  -32.0000000       6.45499974E-02
  -28.0000000       7.95250013E-02
  -24.0000000       8.56000036E-02
  -20.0000000       9.19250026E-02
  -16.0000000       9.12500024E-02
  -12.0000000       8.65499973E-02
  -8.00000000       7.69750029E-02
  -4.00000000       6.76499978E-02
   0.00000000       5.40250018E-02
   4.00000000       4.16000001E-02
   8.00000000       3.13250013E-02
   12.0000000       1.94750000E-02
   16.0000000       1.46249998E-02
   20.0000000       7.62500009E-03
   24.0000000       4.57500014E-03
   28.0000000       2.62499996E-03
   32.0000000       1.67499995E-03
   36.0000000       7.99999980E-04
   40.0000000       3.75000003E-04
   44.0000000       2.24999996E-04
   48.0000000       7.50000036E-05
   52.0000000       4.99999987E-05
   60.0000000       4.99999987E-05
