  -4.61999130       1.22748482       1.22748482    
  -4.60999107       1.22748482       1.22748482    
  -4.51998901       1.30358517       1.30358517    
  -4.50998878       1.30358517       1.30358517    
  -4.47998810       1.25866508       1.25866508    
  -4.46998787       1.25866508       1.25866508    
  -4.45998764       1.35769546       1.35769546    
  -4.44998741       1.35769546       1.35769546    
  -4.42998695       1.48427558       1.48427558    
  -4.41998672       1.48427558       1.48427558    
  -4.36998558       1.30262268       1.30262268    
  -4.35998535       1.30262268       1.30262268    
  -4.33998489       1.83324718       1.81815302    
  -4.32998466       1.63360453       1.59794855    
  -4.31998444       1.23431921       1.23431921    
  -4.28998375       1.38808596       1.38808596    
  -4.27998352       1.38808596       1.38808596    
  -4.23998260       1.23615122       1.23615122    
  -4.22998238       1.23615122       1.23615122    
  -4.19998169       1.53112900       1.53112900    
  -4.18998146       1.56387556       1.56338990    
  -4.17998123       1.58024883       1.57977438    
  -4.16998100       2.19277596       2.04079199    
  -4.15998077       2.19277596       2.04079199    
  -4.14998055       1.39933836       1.39026427    
  -4.13998032       1.39933836       1.39026427    
  -4.12998009       1.40927839       1.40203357    
  -4.11997986       1.43828154       1.43277276    
  -4.10997963       1.49628782       1.49628782    
  -4.09997940       1.60587788       1.58853519    
  -4.08997917       1.81589425       1.78026140    
  -4.07997894       1.60686672       1.56889737    
  -4.06997871       1.36798644       1.36479378    
  -4.05997849       1.64260232       1.62083220    
  -4.04997826       1.71390605       1.69602656    
  -4.03997803       1.66678190       1.64730096    
  -4.02997780       1.61059451       1.60497665    
  -4.01997757       1.63593161       1.62811387    
  -4.00997734       1.58435655       1.57780170    
  -3.99997735       1.46964490       1.46559620    
  -3.98997736       1.33682632       1.33682632    
  -3.97997737       1.54640102       1.52206302    
  -3.96997738       1.67218828       1.64940023    
  -3.95997739       1.73508179       1.71700990    
  -3.94997740       1.68375862       1.65350378    
  -3.93997741       1.63923442       1.61001706    
  -3.92997742       1.37414980       1.37414825    
  -3.91997743       1.57675362       1.57001317    
  -3.90997744       1.61809838       1.61619353    
  -3.89997745       1.55917168       1.55766571    
  -3.88997746       2.18909717       2.15739679    
  -3.87997746       2.28755736       2.25014615    
  -3.86997747       2.11109877       2.01933122    
  -3.85997748       1.41581297       1.39935124    
  -3.84997749       1.58922422       1.56407845    
  -3.83997750       1.68691456       1.66481018    
  -3.82997751       1.63757896       1.60064328    
  -3.81997752       1.73803473       1.67753983    
  -3.80997753       1.96935666       1.90232122    
  -3.79997754       1.94803369       1.90468967    
  -3.78997755       1.88746023       1.86997175    
  -3.77997756       1.82749367       1.78170955    
  -3.76997757       1.75152647       1.70808637    
  -3.75997758       1.70060956       1.68795788    
  -3.74997759       1.66409183       1.65098131    
  -3.73997760       1.76919889       1.74427807    
  -3.72997761       2.01017451       1.96832347    
  -3.71997762       1.89078891       1.82794452    
  -3.70997763       2.04966235       1.95620120    
  -3.69997764       1.92005718       1.83074450    
  -3.68997765       1.87738478       1.77009130    
  -3.67997766       2.18687749       2.06203628    
  -3.66997766       2.02550387       1.93927884    
  -3.65997767       1.72164226       1.66692913    
  -3.64997768       1.74405074       1.69218957    
  -3.63997769       1.88390255       1.84160864    
  -3.62997770       1.92192602       1.86641073    
  -3.61997771       2.08518338       1.98811996    
  -3.60997772       2.03416872       1.94555092    
  -3.59997773       1.99296224       1.90274775    
  -3.58997774       2.04401231       1.94406044    
  -3.57997775       2.13376713       2.04258370    
  -3.56997776       2.19971776       2.11012173    
  -3.55997777       1.98315525       1.91341555    
  -3.54997778       1.96988213       1.89039898    
  -3.53997779       1.92144179       1.82651854    
  -3.52997780       1.63953221       1.59541667    
  -3.51997781       2.21637106       2.12902069    
  -3.50997782       2.18695331       2.09926510    
  -3.49997783       1.94597745       1.86695182    
  -3.48997784       2.08919573       1.98790205    
  -3.47997785       2.18777919       2.08872223    
  -3.46997786       2.19285131       2.09892225    
  -3.45997787       2.09216547       2.01063180    
  -3.44997787       1.93050933       1.87189198    
  -3.43997788       1.96166503       1.89439321    
  -3.42997789       2.04441142       1.94864416    
  -3.41997790       2.17588520       2.05515242    
  -3.40997791       2.13443232       2.02659154    
  -3.39997792       2.12209153       2.02290463    
  -3.38997793       2.20485973       2.12237024    
  -3.37997794       2.13624120       2.05332828    
  -3.36997795       2.21719670       2.11346269    
  -3.35997796       2.21798277       2.11375546    
  -3.34997797       2.17182016       2.07887483    
  -3.33997798       2.45230699       2.31540060    
  -3.32997799       2.49581861       2.35959435    
  -3.31997800       2.36217260       2.22997427    
  -3.30997801       2.41626120       2.26634550    
  -3.29997802       2.35220194       2.23437023    
  -3.28997803       2.09248829       2.01715493    
  -3.27997804       2.06315804       1.99629152    
  -3.26997805       2.32387638       2.21526861    
  -3.25997806       2.44067407       2.31624460    
  -3.24997807       2.32628107       2.21142149    
  -3.23997808       2.36661243       2.23677921    
  -3.22997808       2.42718887       2.30836391    
  -3.21997809       2.36491299       2.25739574    
  -3.20997810       2.34556723       2.23806405    
  -3.19997811       2.35858345       2.26973462    
  -3.18997812       2.44951844       2.33432555    
  -3.17997813       2.43433404       2.31552911    
  -3.16997814       2.40477920       2.28894377    
  -3.15997815       2.39683485       2.27117419    
  -3.14997816       2.43142700       2.30753660    
  -3.13997817       2.42848682       2.29771757    
  -3.12997818       2.29684639       2.19572210    
  -3.11997819       2.17063880       2.08348012    
  -3.10997820       2.30873179       2.18397379    
  -3.09997821       2.44514179       2.31749988    
  -3.08997822       2.55227685       2.42983270    
  -3.07997823       2.64210725       2.52432966    
  -3.06997824       2.53087664       2.41176200    
  -3.05997825       2.57244706       2.43610454    
  -3.04997826       2.55963850       2.44197345    
  -3.03997827       2.68534803       2.55216908    
  -3.02997828       2.72717786       2.57206154    
  -3.01997828       2.57740140       2.46997237    
  -3.00997829       2.68927479       2.55437636    
  -2.99997830       2.63784933       2.49830675    
  -2.98997831       2.52053690       2.40904474    
  -2.97997832       2.58878183       2.46525764    
  -2.96997833       2.64334822       2.50205827    
  -2.95997834       2.65026140       2.51054120    
  -2.94997835       2.64307785       2.52290463    
  -2.93997836       2.67933774       2.54979873    
  -2.92997837       2.75236320       2.59213758    
  -2.91997838       2.72119832       2.57306600    
  -2.90997839       2.67577815       2.54034090    
  -2.89997840       2.71633577       2.57767558    
  -2.88997841       2.71503806       2.57001185    
  -2.87997842       2.77373481       2.59003258    
  -2.86997843       2.78689671       2.62893248    
  -2.85997844       2.84908319       2.69349599    
  -2.84997845       2.90872622       2.72825217    
  -2.83997846       2.92953277       2.76090741    
  -2.82997847       3.02157879       2.84890580    
  -2.81997848       3.05527210       2.84807253    
  -2.80997849       3.02402472       2.82587647    
  -2.79997849       2.95666790       2.76327944    
  -2.78997850       3.02343249       2.82292652    
  -2.77997851       3.14112186       2.94577432    
  -2.76997852       3.06354260       2.86659694    
  -2.75997853       3.00355816       2.81059051    
  -2.74997854       3.02945995       2.84831119    
  -2.73997855       3.10490489       2.91720510    
  -2.72997856       3.27644539       3.04087543    
  -2.71997857       3.25019884       3.01320839    
  -2.70997858       3.24852085       3.00491714    
  -2.69997859       3.22800136       3.00334215    
  -2.68997860       3.20825624       2.97549510    
  -2.67997861       3.30299687       3.06699634    
  -2.66997862       3.25362611       3.04404044    
  -2.65997863       3.20694494       2.97825241    
  -2.64997864       3.27869081       3.05736256    
  -2.63997865       3.29042196       3.10303521    
  -2.62997866       3.25387025       3.07203174    
  -2.61997867       3.30111122       3.11673832    
  -2.60997868       3.42649627       3.20152307    
  -2.59997869       3.48609138       3.21599889    
  -2.58997869       3.38517356       3.13383460    
  -2.57997870       3.35752892       3.14175582    
  -2.56997871       3.44668365       3.25605202    
  -2.55997872       3.49939251       3.28801441    
  -2.54997873       3.52539253       3.27566981    
  -2.53997874       3.58235431       3.33491492    
  -2.52997875       3.57441950       3.34413695    
  -2.51997876       3.42237663       3.21074939    
  -2.50997877       3.52891397       3.25848579    
  -2.49997878       3.59637284       3.30673075    
  -2.48997879       3.66028571       3.40847850    
  -2.47997880       3.65671086       3.42498016    
  -2.46997881       3.55938077       3.33797264    
  -2.45997882       3.69434214       3.43325257    
  -2.44997883       3.70398092       3.45277596    
  -2.43997884       3.75302744       3.50666595    
  -2.42997885       3.91295815       3.61651206    
  -2.41997886       3.85201144       3.55570936    
  -2.40997887       3.81223631       3.54634142    
  -2.39997888       3.91903591       3.64014673    
  -2.38997889       3.92254400       3.64354396    
  -2.37997890       4.04325390       3.74906015    
  -2.36997890       4.01295805       3.70570827    
  -2.35997891       3.87214208       3.57244587    
  -2.34997892       3.95265841       3.63985133    
  -2.33997893       3.91318965       3.62895846    
  -2.32997894       3.92591357       3.65019202    
  -2.31997895       4.08704662       3.80932736    
  -2.30997896       4.15863419       3.87525201    
  -2.29997897       4.18949080       3.87532449    
  -2.28997898       4.30025816       3.97943187    
  -2.27997899       4.18717718       3.88862157    
  -2.26997900       4.19213104       3.86843109    
  -2.25997901       4.22974682       3.88497519    
  -2.24997902       4.25253439       3.90777183    
  -2.23997903       4.30097342       3.94577312    
