-4.4208827 1.4842756
-3.9054577 1.6276836
-3.8850911 1.8555003
-3.5072203 1.5864989
-3.4551554 1.6234392
-3.4527912 1.8321794
-3.4159544 2.6270185
-3.3612707 1.571337
-3.3594742 1.4886464
-3.344641 2.0057397
-3.3200328 1.7513353
-3.2368116 1.3008375
-3.2235329 3.4438658
-3.2171426 1.9186436
-3.2067783 1.3871864
-3.2021821 2.348176
-3.1946545 1.6157525
-3.1910007 2.2889216
-3.1722333 3.8004344
-3.1633258 3.5152419
-3.1415167 2.3435111
-3.1396453 2.6516304
-3.1193221 2.9639416
-3.0449228 1.4043497
-3.0443878 3.6356754
-3.0429349 2.4211855
-3.0319462 3.6079323
-3.0286298 2.2532368
-3.0281558 1.9508116
-3.0221505 1.7049815
-3.0192246 2.3319528
-3.0145958 2.5541551
-3.0059824 3.4974625
-3.0020764 2.3765931
-3.0003545 2.8594489
-2.9895208 2.9216158
-2.9805422 1.7663882
-2.9798474 3.7050004
-2.9733231 2.5036933
-2.9680486 2.8131349
-2.967459 1.4755417
-2.9633863 4.1425524
-2.9607072 1.4177305
-2.9503295 3.9815877
-2.9432247 3.543479
-2.9388707 1.558722
-2.9321461 2.7002442
-2.9175806 2.4977088
-2.9163997 2.7130137
-2.9124689 1.8113798
-2.9035254 1.4459075
-2.8965161 3.3827074
-2.8879518 2.329674
-2.8871083 2.7833426
-2.8819902 3.33233
-2.8802865 2.4908304
-2.8777342 1.3879913
-2.8757584 2.639071
-2.8587222 2.4785221
-2.8520002 3.1917102
-2.848465 2.0589583
-2.8410809 2.2739286
-2.8364456 4.3550673
-2.8196929 4.3129292
-2.8118117 5.2775188
-2.8068678 3.7402356
-2.7987406 2.9709489
-2.7982438 2.4564855
-2.7932785 2.9218736
-2.7898927 3.645323
-2.7897115 2.131876
-2.7891045 3.4582763
-2.7841415 1.6724169
-2.7747865 3.2206004
-2.7658215 4.8741393
-2.7307765 1.5055989
-2.7277281 4.3135848
-2.7230954 5.967659
-2.7128489 3.3736174
-2.7049797 3.2221258
-2.7034182 2.6271145
-2.6952844 1.3255452
-2.6886973 4.5257912
-2.6870933 3.3473041
-2.6836898 4.3796139
-2.6780639 2.4637795
-2.6737604 3.8864389
-2.6698608 2.0703406
-2.6653304 5.8735695
-2.6643794 3.474154
-2.6559801 3.0942094
-2.6497076 5.8371778
-2.645515 2.6921191
-2.6348565 3.0713363
-2.6118422 4.955914
-2.6110103 4.3542233
-2.6088026 4.364028
-2.6010909 2.1808777
-2.6004314 3.9548562
-2.5971384 2.7122679
-2.5891728 3.0463746
-2.5854254 2.1063685
-2.5840626 2.3688874
-2.5792158 2.3234534
-2.5724897 4.734283
-2.5703878 2.3237405
-2.5685458 4.0865607
-2.5589912 2.4944723
-2.5565655 6.2561569
-2.5562301 5.2100878
-2.5537748 3.6850388
-2.5495892 3.8892169
-2.5487287 5.6331859
-2.5485413 1.8811855
-2.5478599 1.6637731
-2.5426872 2.9496741
-2.5376666 2.53841
-2.5367939 4.446784
-2.5351546 3.8838732
-2.532779 4.371068
-2.5321896 3.9353344
-2.5256207 4.3048525
-2.5236425 3.0166092
-2.5211768 5.4105897
-2.5208521 4.0498176
-2.5161359 2.7837083
-2.5144968 2.5100911
-2.5095615 2.2292049
-2.5041182 3.848906
-2.5037198 2.1905787
-2.4940019 3.8638353
-2.4933381 4.1748834
-2.4919634 2.9204223
-2.4917231 3.3718162
-2.4890368 2.6090732
-2.4848881 2.2439749
-2.4838264 4.3607111
-2.4720674 3.9175734
-2.469161 3.5583937
-2.4594054 3.3621654
-2.4591396 5.6906452
-2.4587584 7.4712157
-2.4562593 4.9038529
-2.4545226 2.5369828
-2.4492722 5.4892321
-2.4482296 4.3793488
-2.4471912 3.2831011
-2.4435847 3.8065231
-2.437685 5.512022
-2.4363875 2.9097226
-2.4342918 2.6247342
-2.4314694 4.3825955
-2.4261334 1.9725814
-2.426069 2.9667172
-2.422066 3.2242239
-2.4169154 4.108654
-2.4156408 3.8410265
-2.4151511 2.2539735
-2.414115 1.5761909
-2.4126761 4.2641506
-2.3997757 2.4661567
-2.3990037 4.0334639
-2.3956354 2.5062122
-2.39399 2.8757262
-2.3939879 2.5212033
-2.3936012 3.871021
-2.3914092 3.3746016
-2.3907127 3.6984766
-2.3890204 2.7179108
-2.3877447 4.5655203
-2.3792229 2.4845514
-2.3791511 2.5211303
-2.3770936 3.5416639
-2.3691199 4.1176767
-2.3622351 5.7513676
-2.3598168 1.6546811
-2.3584802 3.1819127
-2.3575897 4.3116727
-2.3548596 1.9593717
-2.3520947 4.6730866
-2.3509753 3.5155961
-2.3494802 4.8476448
-2.3484552 3.5287659
-2.3481104 3.3201473
-2.3468201 2.9091916
-2.3409493 3.223839
-2.3307838 3.8207007
-2.3300753 2.700743
-2.3293674 2.792381
-2.3187451 3.8279979
